location,size,total_sqft,bath,price,bhk,price_per_sqft
"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",3 BHK,1435.0,3.0,90.0,3,6271.777003484321
"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 BHK,4097.0,3.0,400.0,3,9763.24139614352
"Block K, Baridhara, Dhaka",3 BHK,1601.0,3.0,70.0,3,4372.2673329169265
"Block K, Baridhara, Dhaka",2 BHK,1257.0,2.0,93.0,2,7398.568019093079
"Block K, Baridhara, Dhaka",4 BHK,3596.0,5.0,260.0,4,7230.255839822024
"Block B, Section 12, Mirpur, Dhaka",2 BHK,1309.0,2.0,95.0,2,7257.448433919022
"Kawlar, Dakshin Khan, Dhaka",2 Bedroom,1362.0,2.0,100.0,2,7342.143906020558
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,1115.0,2.0,55.0,2,4932.735426008969
"Block A, Section 10, Mirpur, Dhaka",3 BHK,1870.0,3.0,90.0,3,4812.834224598931
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,1322.0,2.0,61.99,2,4689.10741301059
"Block A, Mansurabad Housing Society, Adabor, Dhaka",3 BHK,1450.0,2.0,65.0,3,4482.758620689655
"Block E, Banasree, Dhaka",2 BHK,1185.0,2.0,67.0,2,5654.008438818565
"RK Mission Road, Gopibag, Motijheel, Dhaka",3 BHK,1790.0,3.0,120.0,3,6703.91061452514
"Wari, Sutrapur, Dhaka",3 Bedroom,3450.0,4.0,208.0,3,6028.985507246377
"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",2 BHK,1050.0,2.0,52.5,2,5000.0
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1 BHK,693.0,1.0,27.375,1,3950.21645021645
"Block L, Bashundhara R-A, Dhaka",4 Bedroom,5400.0,4.0,750.0,4,13888.888888888889
"Road No 11, Block C, Section 11, Mirpur, Dhaka",1 BHK,775.0,1.0,39.0,1,5032.258064516129
"Badda, Dhaka",2 BHK,1000.0,2.0,48.0,2,4800.0
"Block D, Section 15, Mirpur, Dhaka",2 BHK,1183.0,2.0,77.25,2,6530.0084530853765
"Mirpur, Dhaka",3 BHK,1282.0,3.0,178.0,3,13884.555382215289
"Mohammadpur, Dhaka",1 BHK,425.0,1.0,15.0,1,3529.4117647058824
"Shyamoli, Dhaka",2 BHK,820.0,2.0,30.0,2,3658.5365853658536
"Shyamoli, Dhaka",4 BHK,2230.0,4.0,792.0,4,35515.695067264576
"Shyamoli, Dhaka",2 BHK,1200.0,2.0,52.0,2,4333.333333333333
"Mohammadpur, Dhaka",2 BHK,1151.0,2.0,43.6,2,3788.010425716768
"Baigertek, Cantonment, Dhaka",3 BHK,1320.0,2.0,59.0,3,4469.69696969697
"Joar Sahara, Dhaka",3 BHK,1450.0,3.0,68.0,3,4689.6551724137935
"South Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1270.0,2.0,50.79,3,3999.212598425197
"Priyanka City, Sector 12, Uttara, Dhaka",3 BHK,1847.0,3.0,123.0,3,6659.447753113156
"Block B, Section 12, Mirpur, Dhaka",1 BHK,1020.0,2.0,49.87,1,4889.21568627451
"Block B, Section 12, Mirpur, Dhaka",3 BHK,1650.0,3.0,95.0,3,5757.575757575758
"Block B, Section 12, Mirpur, Dhaka",4 BHK,2380.0,4.0,242.0,4,10168.067226890757
"Middle Badda, Badda, Dhaka",3 BHK,2400.0,2.0,78.0,3,3250.0
"Mohammadpur, Dhaka",2 BHK,1160.0,2.0,44.0,2,3793.103448275862
"Block E, Section 12, Mirpur, Dhaka",4 BHK,2805.0,4.0,154.0,4,5490.196078431372
"Purana Paltan, Motijheel, Dhaka",3 BHK,1360.0,3.0,47.6,3,3500.0
"Road No 11, Block C, Section 11, Mirpur, Dhaka",2 BHK,1089.0,2.0,49.0,2,4499.540863177227
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1115.0,2.0,60.0,2,5381.165919282511
"East Bashabo, Bashabo, Dhaka",2 BHK,1215.0,2.0,45.0,2,3703.703703703704
"Cantonment, Dhaka",2 BHK,1194.0,2.0,51.0,2,4271.356783919598
"Rajabazar, Tejgaon, Dhaka",3 BHK,1536.0,3.0,104.0,3,6770.833333333333
"Shahjahanpur, Dhaka",2 BHK,1255.0,2.0,55.5,2,4422.310756972111
"Sector 1, Block F, Aftab Nagar, Dhaka",3 BHK,1571.0,3.0,83.0,3,5283.259070655633
"Shahjahanpur, Dhaka",2 Bedroom,900.0,1.0,70.0,2,7777.777777777777
"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 BHK,1517.0,2.0,125.0,2,8239.947264337508
"North Pirerbag, Pirerbag, Mirpur, Dhaka",1 BHK,664.0,1.0,35.4,1,5331.325301204819
"PC Culture Housing, Mohammadpur, Dhaka",2 BHK,1230.0,2.0,58.0,2,4715.447154471544
"Block E, Section 12, Mirpur, Dhaka",2 BHK,1340.0,2.0,72.0,2,5373.134328358209
"Block E, Bashundhara R-A, Dhaka",2 BHK,1175.0,2.0,29.38,2,2500.425531914894
"Sector 14, Uttara, Dhaka",4 Bedroom,3569.0,4.0,600.0,4,16811.43177360605
"Motijheel, Dhaka",2 BHK,1240.0,2.0,43.1,2,3475.8064516129034
"Middle Badda, Badda, Dhaka",3 BHK,1470.0,2.0,44.1,3,3000.0
"Shahjahanpur, Dhaka",3 BHK,1680.0,3.0,117.0,3,6964.285714285715
"Shahjahanpur, Dhaka",2 BHK,1000.0,2.0,35.0,2,3500.0
"Block B, Niketan, Dhaka",2 BHK,1071.0,2.0,51.0,2,4761.9047619047615
"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",3 BHK,1512.0,3.0,80.0,3,5291.005291005291
"Mohammadi Housing LTD., Mohammadpur, Dhaka",4 BHK,3435.0,2.0,341.0,4,9927.21979621543
"Shahjahanpur, Dhaka",3 BHK,3144.0,3.0,455.0,3,14472.010178117049
"Shahjahanpur, Dhaka",2 BHK,1190.0,2.0,60.0,2,5042.016806722689
"Road No 12, Block B, Section 11, Mirpur, Dhaka",3 BHK,1550.0,2.0,80.0,3,5161.290322580645
"Road No 12, Block B, Section 11, Mirpur, Dhaka",2 BHK,1283.0,2.0,63.22,2,4927.5136399064695
"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",2 BHK,1325.0,2.0,73.0,2,5509.433962264151
"Mohammadi Housing LTD., Mohammadpur, Dhaka",2 BHK,1105.0,2.0,35.36,2,3200.0
"Tejgaon, Dhaka",3 BHK,1600.0,3.0,74.5,3,4656.25
"Block E, Section 12, Mirpur, Dhaka",4 Bedroom,400.0,2.0,35.0,4,8750.0
"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",2 BHK,1100.0,2.0,44.55,2,4050.0
"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",3 BHK,2099.0,3.0,147.0,3,7003.334921391139
"Shahjahanpur, Dhaka",3 BHK,1365.0,2.0,72.0,3,5274.725274725275
"Shahjahanpur, Dhaka",2 BHK,1485.0,3.0,132.0,2,8888.888888888889
"Shahjahanpur, Dhaka",2 BHK,1250.0,2.0,55.0,2,4400.0
"Sector 13, Uttara, Dhaka",3 BHK,1290.0,2.0,56.12,3,4350.387596899225
"Senpara Parbata, Section 10, Mirpur, Dhaka",2 BHK,1170.0,2.0,46.79,2,3999.1452991452993
"Shahjahanpur, Dhaka",2 BHK,1328.0,2.0,91.06,2,6856.9277108433735
"Sector 14, Uttara, Dhaka",2 BHK,1232.0,2.0,87.0,2,7061.688311688312
"Uttar Badda, Badda, Dhaka",2 BHK,1180.0,2.0,88.5,2,7500.0
"Block E, Section 12, Mirpur, Dhaka",3 BHK,1350.0,3.0,66.0,3,4888.888888888889
"Sector 13, Uttara, Dhaka",4 BHK,3602.0,4.0,280.0,4,7773.459189339256
"Sipahibagh, North Goran, Goran, Khilgaon, Dhaka",4 BHK,2400.0,4.0,145.0,4,6041.666666666667
"Mohammadpur, Dhaka",2 BHK,1020.0,2.0,32.0,2,3137.2549019607845
"Taltola, Khilgaon, Dhaka",3 BHK,1410.0,2.0,49.34,3,3499.290780141844
"Block B, Section 12, Mirpur, Dhaka",3 BHK,2159.0,3.0,120.0,3,5558.12876331635
"Malibagh, Dhaka",3 BHK,1200.0,2.0,66.0,3,5500.0
"Malibagh, Dhaka",2 BHK,1255.0,2.0,57.5,2,4581.673306772908
"Mohammadpur, Dhaka",2 BHK,1074.0,2.0,42.79,2,3984.171322160149
"Block A, Section 12, Mirpur, Dhaka",3 Bedroom,1200.0,3.0,72.0,3,6000.0
"Block E, Section 12, Mirpur, Dhaka",3 BHK,1170.0,2.0,35.41,3,3026.495726495726
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",1 BHK,728.5,1.0,31.315,1,4298.558682223747
"Mohammadpur, Dhaka",3 BHK,1660.0,2.0,100.0,3,6024.096385542169
"Sector 1, Uttara, Dhaka",5 Bedroom,900.0,6.0,95.0,5,10555.555555555555
"Shahjahanpur, Dhaka",6 Bedroom,1850.0,3.0,175.0,6,9459.45945945946
"Shahjahanpur, Dhaka",1 Bedroom,510.0,1.0,34.0,1,6666.666666666667
"Maghbazar, Dhaka",3 BHK,1601.0,3.0,95.0,3,5933.791380387258
"Shahjahanpur, Dhaka",2 BHK,952.0,2.0,42.0,2,4411.764705882353
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",2 BHK,1166.0,2.0,65.0,2,5574.614065180103
"Shahjahanpur, Dhaka",3 BHK,2700.0,2.0,260.0,3,9629.62962962963
"Shahjahanpur, Dhaka",4 Bedroom,1900.0,3.0,97.0,4,5105.263157894737
"Sector 13, Uttara, Dhaka",3 Bedroom,1350.0,2.0,175.0,3,12962.962962962964
"Shahjahanpur, Dhaka",3 BHK,1520.0,2.0,96.0,3,6315.789473684211
"Block E, Section 12, Mirpur, Dhaka",4 Bedroom,2100.0,6.0,100.0,4,4761.9047619047615
"Block E, Section 12, Mirpur, Dhaka",2 BHK,1175.0,2.0,50.0,2,4255.31914893617
"Mohammadpur, Dhaka",2 BHK,1432.0,2.0,68.0,2,4748.6033519553075
"Block A, Bashundhara R-A, Dhaka",2 BHK,1005.0,2.0,39.77,2,3957.213930348259
"Block E, Section 12, Mirpur, Dhaka",2 BHK,1309.0,2.0,80.0,2,6111.535523300229
"Senpara Parbata, Section 10, Mirpur, Dhaka",3 BHK,2251.0,4.0,370.0,3,16437.139049311416
"Block E, Bashundhara R-A, Dhaka",2 BHK,1050.0,2.0,77.0,2,7333.333333333333
"Taltola, Agargaon, Dhaka",3 BHK,1100.0,3.0,53.0,3,4818.181818181818
"Sector 13, Uttara, Dhaka",3 Bedroom,2400.0,3.0,310.0,3,12916.666666666666
"Block C, Section 12, Mirpur, Dhaka",3 BHK,1565.0,2.0,56.34,3,3600.0
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,940.0,2.0,56.0,2,5957.446808510638
"Sector 13, Uttara, Dhaka",2 BHK,1015.0,2.0,40.1,2,3950.7389162561576
"Mohammadia Housing Society, Mohammadpur, Dhaka",3 Bedroom,2400.0,2.0,360.0,3,15000.0
"Comfort Housing, Adabor, Dhaka",3 BHK,1652.0,3.0,110.0,3,6658.595641646489
"Kathalbagan, Dhaka",2 BHK,1100.0,2.0,52.0,2,4727.272727272727
"Bashabo, Dhaka",4 BHK,2340.0,4.0,145.0,4,6196.581196581196
"Kafrul, Dhaka",2 BHK,1084.0,2.0,179.0,2,16512.91512915129
"South Chalabon, Dakshin Khan, Dhaka",2 Bedroom,1200.0,1.0,81.0,2,6750.0
"Tajmahal Road, Mohammadpur, Dhaka",3 BHK,1400.0,3.0,69.0,3,4928.571428571428
"Block E, Section 12, Mirpur, Dhaka",4 Bedroom,2400.0,5.0,320.0,4,13333.333333333334
"Sector 13, Uttara, Dhaka",2 BHK,1020.0,2.0,27.43,2,2689.2156862745096
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,1267.0,2.0,90.33,2,7129.439621152328
"Mirpur, Dhaka",4 BHK,2439.0,4.0,185.0,4,7585.075850758508
"West Nurer Chala, Nurer Chala, Badda, Dhaka",3 BHK,1645.0,3.0,95.0,3,5775.075987841945
"Sector 14, Uttara, Dhaka",3 BHK,1100.0,2.0,75.0,3,6818.181818181818
"South Goran, Goran, Khilgaon, Dhaka",3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
"West Mollartek, Dakshin Khan, Dhaka",2 BHK,1000.0,2.0,29.7,2,2970.0
"Block E, Section 12, Mirpur, Dhaka",4 Bedroom,5000.0,5.0,550.0,4,11000.0
"Block E, Section 12, Mirpur, Dhaka",6 Bedroom,2500.0,6.0,58.0,6,2320.0
"Block E, Section 12, Mirpur, Dhaka",2 Bedroom,2480.0,2.0,160.0,2,6451.612903225807
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,1086.0,2.0,44.5,2,4097.605893186003
"Block D, Bashundhara R-A, Dhaka",1 BHK,416.0,1.0,18.0,1,4326.923076923077
"Shantinagar, Dhaka",2 BHK,1066.0,2.0,52.23,2,4899.624765478424
"Block L, South Banasree Project, Banasree, Dhaka",3 BHK,1730.0,3.0,93.0,3,5375.722543352601
"Block L, South Banasree Project, Banasree, Dhaka",2 BHK,1205.0,2.0,63.86,2,5299.585062240664
"Block L, South Banasree Project, Banasree, Dhaka",4 BHK,2500.0,5.0,175.0,4,7000.0
"Kallyanpur, Mirpur, Dhaka",2 BHK,960.0,2.0,55.0,2,5729.166666666667
"Madhya Ajampur, Dakshin Khan, Dhaka",3 BHK,1510.0,3.0,83.05,3,5500.0
"Madhya Ajampur, Dakshin Khan, Dhaka",4 Bedroom,1600.0,4.0,90.0,4,5625.0
"Block B, Section 10, Mirpur, Dhaka",3 Bedroom,2300.0,3.0,142.0,3,6173.913043478261
"Block I, Bashundhara R-A, Dhaka",2 BHK,1000.0,2.0,63.0,2,6300.0
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,1160.0,2.0,46.39,2,3999.137931034483
"Shegunbagicha, Dhaka",3 BHK,1553.0,2.0,58.23,3,3749.5170637475853
"Hazaribag, Dhaka",4 BHK,3436.0,5.0,345.0,4,10040.745052386495
"Block F, aziz Moholla, Mohammadpur, Dhaka",2 BHK,1134.0,2.0,45.0,2,3968.253968253968
"Taltola, Agargaon, Dhaka",4 Bedroom,600.0,4.0,80.0,4,13333.333333333334
"Taltola, Agargaon, Dhaka",5 Bedroom,2400.0,3.0,80.0,5,3333.3333333333335
"Taltola, Khilgaon, Dhaka",4 Bedroom,2400.0,4.0,143.0,4,5958.333333333333
"Faydabad, Dakshin Khan, Dhaka",2 BHK,1350.0,2.0,65.0,2,4814.814814814815
"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",2 BHK,1032.0,2.0,42.0,2,4069.767441860465
"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",3 BHK,1998.0,3.0,117.0,3,5855.855855855856
"Block B, Dhaka Uddan, Mohammadpur, Dhaka",2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
"New Eskaton, Eskaton, Dhaka",2 BHK,1262.0,2.0,67.0,2,5309.033280507131
"Mohammadi Housing LTD., Mohammadpur, Dhaka",3 BHK,1842.0,3.0,115.0,3,6243.213897937025
"Sayednagar, East Vatara, Vatara, Badda, Dhaka",2 BHK,1300.0,2.0,60.0,2,4615.384615384615
"Vashantek, Cantonment, Dhaka",2 BHK,1070.0,2.0,38.6,2,3607.4766355140187
"Vashantek, Cantonment, Dhaka",2 BHK,950.0,2.0,33.0,2,3473.684210526316
"Arifabad Housing Society, Pallabi, Mirpur, Dhaka",2 BHK,1012.0,2.0,53.58,2,5294.466403162055
"Sector 1, Block D, Aftab Nagar, Dhaka",2 Bedroom,1000.0,2.0,70.0,2,7000.0
"Manikdi, Cantonment, Dhaka",2 BHK,1394.0,2.0,56.0,2,4017.2166427546626
"West Kalachandpur, Kalachandpur, Dhaka",3 BHK,1450.0,2.0,85.0,3,5862.068965517241
"aziz Moholla, Mohammadpur, Dhaka",1 RK,527.0,1.0,35.0,1,6641.366223908918
"Sector 13, Uttara, Dhaka",3 BHK,1693.0,3.0,125.0,3,7383.343177790904
"Block B, Bashundhara R-A, Dhaka",4 BHK,3122.0,6.0,235.0,4,7527.226137091608
"Sector 4, Uttara, Dhaka",2 BHK,1000.0,2.0,46.0,2,4600.0
"Sector 5, Uttara, Dhaka",2 BHK,952.0,2.0,49.0,2,5147.058823529412
"Mohammadi Housing LTD., Mohammadpur, Dhaka",3 BHK,2050.0,4.0,270.0,3,13170.731707317073
"Dhanmondi, Dhaka",1 BHK,1200.0,1.0,14.0,1,1166.6666666666667
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1410.0,2.0,64.0,3,4539.007092198582
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,1400.0,2.0,108.0,2,7714.285714285715
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",4 Bedroom,3056.0,5.0,100.0,4,3272.251308900524
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1826.0,3.0,125.0,3,6845.564074479737
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1689.0,3.0,103.0,3,6098.283007696862
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1075.0,2.0,31.0,3,2883.720930232558
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",5 BHK,2500.0,4.0,1400.0,5,56000.0
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,960.0,2.0,48.0,2,5000.0
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,808.0,2.0,40.0,2,4950.495049504951
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,907.0,2.0,38.5,2,4244.7629547960305
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",2 BHK,1300.0,2.0,55.0,2,4230.7692307692305
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1804.0,3.0,150.0,3,8314.855875831485
"Block D, Bochila Garden City, Bochila, Mohammadpur, Dhaka",3 BHK,1350.0,3.0,81.0,3,6000.0
"Nurer Chala, Badda, Dhaka",3 BHK,1836.0,3.0,125.0,3,6808.278867102396
"Eastern Pallabi, Pallabi, Mirpur, Dhaka",2 BHK,826.0,2.0,36.0,2,4358.353510895884
"Block K, South Banasree Project, Banasree, Dhaka",2 BHK,1200.0,2.0,68.0,2,5666.666666666667
"East Kazipara, Mirpur, Dhaka",4 BHK,3000.0,3.0,300.0,4,10000.0
"Block C, Chandrima Model Town, Mohammadpur, Dhaka",4 Bedroom,2400.0,4.0,405.0,4,16875.0
"Purana Paltan, Motijheel, Dhaka",2 BHK,1460.0,2.0,80.0,2,5479.45205479452
"PC Culture Housing, Mohammadpur, Dhaka",4 Bedroom,1200.0,4.0,140.0,4,11666.666666666666
"Block E, Section 12, Mirpur, Dhaka",2 BHK,965.0,2.0,56.0,2,5803.108808290155
"Monipuripara, Tejgaon, Dhaka",4 Bedroom,2000.0,4.0,95.0,4,4750.0
"Block D, Section 15, Mirpur, Dhaka",3 BHK,1395.0,2.0,70.0,3,5017.921146953405
"Block F, aziz Moholla, Mohammadpur, Dhaka",3 BHK,1660.0,3.0,116.0,3,6987.951807228916
"aziz Moholla, Mohammadpur, Dhaka",2 BHK,935.0,2.0,35.0,2,3743.3155080213905
"Block E, Section 12, Mirpur, Dhaka",2 BHK,1180.0,2.0,39.0,2,3305.084745762712
"Block F, Section 1, Mirpur, Dhaka",2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
"Mohammadpur, Dhaka",2 BHK,1204.0,2.0,82.0,2,6810.631229235881
"Block M, South Banasree Project, Banasree, Dhaka",3 BHK,2072.0,4.0,153.0,3,7384.169884169884
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,1056.0,2.0,65.0,2,6155.30303030303
"Mohammadpur, Dhaka",2 BHK,985.0,2.0,62.0,2,6294.416243654822
"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",3 BHK,1315.0,2.0,49.0,3,3726.235741444867
"Bochila, Mohammadpur, Dhaka",2 BHK,734.0,2.0,22.0,2,2997.275204359673
"Bochila, Mohammadpur, Dhaka",4 Bedroom,2900.0,4.0,200.0,4,6896.551724137931
"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",3 BHK,2317.0,4.0,140.0,3,6042.296072507553
"Block C, Mansurabad Housing Society, Adabor, Dhaka",1 Bedroom,600.0,1.0,45.0,1,7500.0
"Sector 13, Uttara, Dhaka",4 Bedroom,2200.0,3.0,115.0,4,5227.272727272727
"Sector 13, Uttara, Dhaka",2 BHK,656.0,2.0,25.0,2,3810.9756097560976
"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1 BHK,400.0,1.0,11.5,1,2875.0
"Block J, Pallabi Extension, Pallabi, Mirpur, Dhaka",1 BHK,666.0,1.0,36.8,1,5525.525525525525
"Rayer Bazaar, Hazaribag, Dhaka",4 Bedroom,3293.0,5.0,425.0,4,12906.16459155785
"Block F, aziz Moholla, Mohammadpur, Dhaka",2 BHK,1174.0,2.0,47.0,2,4003.4071550255535
"Uttar Badda, Badda, Dhaka",2 BHK,1153.0,2.0,56.7,2,4917.606244579359
"Sipahibagh, North Goran, Goran, Khilgaon, Dhaka",4 Bedroom,1000.0,4.0,90.0,4,9000.0
"Shahjahanpur, Dhaka",5 BHK,2400.0,5.0,85.0,5,3541.6666666666665
"Rupnagar R/A, Mirpur, Dhaka",2 BHK,957.0,2.0,47.0,2,4911.180773249739
"Shahjahanpur, Dhaka",2 BHK,910.0,2.0,160.0,2,17582.417582417584
"Block H, Banasree, Dhaka",2 BHK,1060.0,2.0,50.0,2,4716.981132075472
"Shahjahanpur, Dhaka",2 BHK,1000.0,2.0,50.0,2,5000.0
"Sonatangar, Jigatola, Hazaribag, Dhaka",3 BHK,1843.0,3.0,88.0,3,4774.823657080847
"Block F, aziz Moholla, Mohammadpur, Dhaka",3 BHK,1150.0,2.0,40.25,3,3500.0
"Road No 10, Block C, Section 11, Mirpur, Dhaka",3 BHK,1230.0,2.0,31.37,3,2550.4065040650407
"Shantibag, Malibagh, Dhaka",4 BHK,3197.0,5.0,335.0,4,10478.573662808883
"Shahjahanpur, Dhaka",3 BHK,1703.0,3.0,130.0,3,7633.587786259542
"Mollika R/A, Section 7, Mirpur, Dhaka",2 BHK,1125.0,2.0,41.5,2,3688.8888888888887
"Nayatola, Maghbazar, Dhaka",3 BHK,1516.0,3.0,65.0,3,4287.598944591029
"Mohammadpur, Dhaka",2 BHK,1130.0,2.0,56.0,2,4955.7522123893805
"Mohammadpur, Dhaka",4 BHK,3596.0,5.0,279.0,4,7758.620689655172
"Pirerbag, Mirpur, Dhaka",3 BHK,1512.0,3.0,103.0,3,6812.169312169312
"Sector 1, Block D, Aftab Nagar, Dhaka",3 BHK,1491.0,3.0,88.0,3,5902.079141515761
"Block B, Section 6, Mirpur, Dhaka",2 BHK,1250.0,2.0,95.0,2,7600.0
"Block B, Section 12, Mirpur, Dhaka",3 BHK,1650.0,3.0,90.75,3,5500.0
"Shah Ali Bag, Section 1, Mirpur, Dhaka",2 BHK,1140.0,2.0,48.7,2,4271.929824561404
"Section 2, Mirpur, Dhaka",4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
"South Banasree Project, Banasree, Dhaka",3 BHK,1881.0,3.0,95.0,3,5050.50505050505
"Naya Paltan, Motijheel, Dhaka",3 BHK,1100.0,3.0,56.57,3,5142.727272727273
"Malibagh, Dhaka",3 BHK,2666.0,4.0,200.0,3,7501.875468867217
"Block D, Pallabi, Mirpur, Dhaka",2 BHK,1500.0,2.0,50.0,2,3333.3333333333335
"Block B, Section 12, Mirpur, Dhaka",2 BHK,1217.0,2.0,164.0,2,13475.760065735414
"Shahjahanpur, Dhaka",2 BHK,1197.0,2.0,50.0,2,4177.109440267335
"Badda, Dhaka",6 Bedroom,2400.0,4.0,170.0,6,7083.333333333333
"Shahjahanpur, Dhaka",3 BHK,1345.0,3.0,60.0,3,4460.966542750929
"PC Culture Housing, Mohammadpur, Dhaka",4 Bedroom,1200.0,4.0,100.0,4,8333.333333333334
"Mohammadi Housing LTD., Mohammadpur, Dhaka",4 BHK,3230.0,5.0,165.0,4,5108.359133126935
"PC Culture Housing, Mohammadpur, Dhaka",3 BHK,1260.0,2.0,95.0,3,7539.68253968254
"South Shahjahanpur, Shahjahanpur, Dhaka",4 Bedroom,2750.0,5.0,240.0,4,8727.272727272728
"Middle Badda, Badda, Dhaka",2 Bedroom,1200.0,2.0,80.0,2,6666.666666666667
"Sector 10, Uttara, Dhaka",3 Bedroom,1650.0,3.0,52.0,3,3151.5151515151515
"Boro Maghbazar, Maghbazar, Dhaka",1 BHK,600.0,1.0,45.0,1,7500.0
"Sector 11, Uttara, Dhaka",2 BHK,1025.0,2.0,35.88,2,3500.4878048780492
"Ibrahimpur, Dhaka",2 BHK,973.0,2.0,56.0,2,5755.395683453237
"Avenue 5, Block C, Section 11, Mirpur, Dhaka",4 BHK,4110.0,4.0,590.0,4,14355.231143552312
"PC Culture Housing, Mohammadpur, Dhaka",3 BHK,2533.0,3.0,425.0,3,16778.523489932886
"Sonatangar, Jigatola, Hazaribag, Dhaka",2 BHK,1007.0,2.0,75.0,2,7447.864945382324
"Avenue 5, Block C, Section 11, Mirpur, Dhaka",1 BHK,800.0,1.0,39.99,1,4998.75
"Road No 11, Block C, Section 11, Mirpur, Dhaka",3 Bedroom,1830.0,3.0,119.0,3,6502.732240437159
"Road No 11, Block C, Section 11, Mirpur, Dhaka",2 BHK,1077.0,2.0,50.0,2,4642.525533890436
"Road No 11, Block C, Section 11, Mirpur, Dhaka",1 Bedroom,672.0,1.0,27.0,1,4017.8571428571427
"Road No 11, Block C, Section 11, Mirpur, Dhaka",3 Bedroom,1280.0,3.0,87.0,3,6796.875
"Monipuripara, Tejgaon, Dhaka",2 BHK,865.0,2.0,40.0,2,4624.277456647399
"Sector 10, Uttara, Dhaka",2 BHK,1000.0,2.0,33.0,2,3300.0
"West Monipur, Mirpur, Dhaka",2 BHK,1285.0,2.0,65.0,2,5058.365758754864
"West Monipur, Mirpur, Dhaka",1 BHK,662.0,1.0,29.0,1,4380.664652567976
"Road No 11, Block C, Section 11, Mirpur, Dhaka",5 Bedroom,2297.0,5.0,269.0,5,11710.927296473661
"Farmgate, Tejgaon, Dhaka",5 Bedroom,3750.0,6.0,295.0,5,7866.666666666667
"Farmgate, Tejgaon, Dhaka",3 BHK,1850.0,3.0,95.0,3,5135.135135135135
"aziz Moholla, Mohammadpur, Dhaka",3 BHK,1754.0,3.0,132.0,3,7525.655644241733
"Uttar Badda, Badda, Dhaka",5 Bedroom,1200.0,4.0,150.0,5,12500.0
"North Ibrahimpur, Ibrahimpur, Dhaka",5 Bedroom,2200.0,7.0,350.0,5,15909.09090909091
"Avenue 3, Block B, Section 11, Mirpur, Dhaka",3 BHK,1567.0,3.0,100.0,3,6381.620931716656
"Ibrahimpur, Dhaka",3 BHK,1695.0,3.0,50.0,3,2949.8525073746314
"Mohammadpur, Dhaka",2 Bedroom,360.0,2.0,40.0,2,11111.111111111111
"Dhanmondi, Dhaka",2 BHK,1150.0,2.0,69.44,2,6038.260869565217
"Shahjahanpur, Dhaka",3 BHK,1690.0,3.0,85.0,3,5029.585798816568
"Shahjahanpur, Dhaka",3 BHK,2350.0,3.0,210.0,3,8936.170212765957
"Shahjahanpur, Dhaka",2 BHK,1057.0,2.0,65.0,2,6149.479659413434
"Shantibag, Malibagh, Dhaka",2 BHK,1320.0,2.0,91.0,2,6893.939393939394
